Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Device_Type,Location,Balance_Before,Balance_After,Transaction_Time
T00892,U562,₹4044,Debit Card,Laptop,Chennai,,,25:61
T00893,U652,2825,Debit Card,Laptop,Chennai,13946,11121,14:10
T00894,U129,abc,Debit Card,,,18683,,25:61
T00895,U620,abc,Credit Card,,Bangalore,5232,,03:13
T00896,U226,,Card,Mobile,Delhi,15661,,25:61
T00897,U849,,Debit Card,,,,10454,08:16
T00898,U833,4538,UPI,Tablet,Kolkata,,-2061,13:12
T00899,U825,abc,Card,Tablet,Mumbai,4569,,20:16
T00900,U315,abc,UPI,Tablet,Bangalore,,,25:61
T00901,U124,371385,Card,Mobile,Chennai,15346,-356039,00:21
T00902,U195,4503,Debit Card,Tablet,Kolkata,,14713,10:06
T00903,U446,,Transfer,Desktop,Delhi,,-286,25:61
T00904,U925,abc,Debit Card,Desktop,Delhi,,,25:61
T00905,U192,230,Card,Laptop,,9859,9629,04:48
T00906,U105,810208,Card,Mobile,Bangalore,9962,-800246,00:04
T00907,U246,abc,Transfer,Desktop,Bangalore,17790,9517,13:23
T00908,U552,3314,Card,Desktop,Delhi,,13845,14:02
T00909,U243,₹3651,Debit Card,Tablet,,,,00:18
T00910,U150,₹4953,Credit Card,Laptop,Delhi,,,09:44
T00911,U113,,Credit Card,,,,15677,01:58
T00912,U824,,Transfer,Laptop,Bangalore,,99,25:61
T00913,U965,4784,UPI,Tablet,Kolkata,,,25:61
T00914,U322,136645,Card,Tablet,Delhi,11237,-125408,25:61
T00915,U849,abc,Debit Card,Laptop,Bangalore,,612,25:61
T00916,U266,1033,Transfer,Laptop,Delhi,,,25:61
T00917,U513,abc,UPI,Desktop,,,,25:61
T00918,U277,₹3836,Debit Card,Tablet,Kolkata,8575,,25:61
T00919,U414,966,Debit Card,,Chennai,,,05:59
T00920,U586,abc,Credit Card,Tablet,,,,06:05
T00921,U283,₹1969,Card,Tablet,,12862,,22:22
T00922,U349,,Card,Tablet,Mumbai,,,17:05
T00923,U773,1036,Credit Card,Mobile,Delhi,,,25:61
T00924,U592,₹2743,Credit Card,Desktop,,,,25:61
T00925,U903,₹2059,Debit Card,Laptop,,,4387,05:59
T00926,U215,,UPI,Mobile,Chennai,,,25:61
T00927,U861,,Debit Card,Mobile,Kolkata,7498,-3463,19:36
T00928,U821,,UPI,Tablet,,,,25:61
T00929,U233,202407,Transfer,,Chennai,4653,-197754,25:61
T00930,U433,₹907,Credit Card,Laptop,Kolkata,19723,6929,16:57
T00931,U556,,Credit Card,Tablet,Mumbai,2115,,00:45
T00932,U802,abc,Credit Card,Tablet,Bangalore,,,01:32
T00933,U833,368,Transfer,Laptop,Kolkata,,,16:05
T00934,U822,3623,UPI,Laptop,,,12657,25:61
T00935,U647,₹4392,UPI,Laptop,Chennai,15005,,25:61
T00936,U493,,Card,,Bangalore,12287,,23:44
T00937,U722,2008,UPI,,,,,25:61
T00938,U378,724098,Card,Desktop,Delhi,,,25:61
T00939,U106,abc,Debit Card,Laptop,Delhi,17880,,08:00
T00940,U467,,Credit Card,Desktop,,,,25:61
T00941,U713,2779,Transfer,,Mumbai,7186,4407,25:61
T00942,U298,4155,Debit Card,Mobile,Kolkata,3102,-1053,25:61
T00943,U982,,Credit Card,Desktop,Chennai,,,22:10
T00944,U600,₹2544,Credit Card,Mobile,Mumbai,,15160,25:61
T00945,U566,,UPI,,Mumbai,,,25:61
T00946,U731,16853,Card,,Chennai,,9036,06:33
T00947,U122,abc,Transfer,Laptop,Chennai,14733,,01:30
T00948,U248,abc,Debit Card,,Bangalore,17516,,02:38
T00949,U930,962349,Debit Card,Tablet,Bangalore,19254,-943095,01:59
T00950,U954,,Card,,Delhi,,16529,25:61
T00951,U515,₹894,UPI,Tablet,Chennai,9434,,02:00
T00952,U628,,Credit Card,,Bangalore,13419,12444,02:51
T00953,U917,₹4007,Debit Card,Mobile,,,2548,25:61
T00954,U696,345546,Credit Card,Desktop,Kolkata,,,25:61
T00955,U663,₹497,Credit Card,Tablet,Mumbai,,-934,25:61
T00956,U469,804793,UPI,Desktop,Kolkata,,,02:26
T00957,U887,abc,Card,Laptop,Mumbai,,9050,10:26
T00958,U950,,Transfer,,Bangalore,2409,6495,25:61
T00959,U773,,Card,Desktop,Delhi,,,25:61
T00960,U447,2598,Card,Tablet,Bangalore,,,10:03
T00961,U378,₹4259,Credit Card,Mobile,Mumbai,,19290,25:61
T00962,U957,501980,Debit Card,Mobile,Delhi,7802,-494178,04:24
T00963,U905,3024,UPI,Mobile,,16106,13082,09:44
T00964,U883,abc,Transfer,,Bangalore,14017,9561,25:61
T00965,U161,₹3813,Debit Card,,Mumbai,,3663,25:61
T00966,U317,3984,Transfer,Desktop,Mumbai,4438,454,25:61
T00967,U387,₹4763,Card,Laptop,Delhi,18522,,06:24
T00968,U583,abc,Debit Card,Desktop,Delhi,15426,,25:61
T00969,U371,2617,Card,Desktop,Mumbai,,14782,10:28
T00970,U655,₹2823,Card,,,19725,,13:25
T00971,U354,750,Debit Card,Tablet,Mumbai,19714,18964,10:06
T00972,U560,2438,Credit Card,,,9969,7531,21:25
T00973,U496,240818,Transfer,Desktop,Bangalore,,,01:53
T00974,U302,₹3858,Transfer,Laptop,Mumbai,14694,,19:18
T00975,U306,,Credit Card,Laptop,Kolkata,,,06:47
T00976,U738,3379,Debit Card,Desktop,Chennai,,4418,01:53
T00977,U596,4640,Credit Card,Tablet,Delhi,6349,1709,25:61
T00978,U336,955667,Debit Card,,Bangalore,,,25:61
T00979,U276,648360,Card,Laptop,,,,19:00
T00980,U799,abc,Card,Mobile,Chennai,,,25:61
T00981,U855,4050,UPI,Tablet,Mumbai,,,15:50
T00982,U793,386035,UPI,Mobile,Bangalore,,,08:57
T00983,U516,,Transfer,Tablet,Chennai,,,25:61
T00984,U922,2400,Debit Card,Laptop,Delhi,,,25:61
T00985,U762,3385,Transfer,Laptop,Delhi,,10767,06:10
T00986,U591,357346,Credit Card,Laptop,Kolkata,,,25:61
T00987,U474,57647,Transfer,Tablet,Mumbai,,19036,25:61
T00988,U831,₹2702,Card,Mobile,Delhi,,,25:61
T00989,U534,,Credit Card,,Delhi,,8259,08:44
T00990,U194,,UPI,Mobile,Delhi,,15028,25:61
T00991,U983,22158,UPI,Desktop,Delhi,,,12:23
T00992,U484,abc,Debit Card,Tablet,Chennai,,853,25:61
T00993,U768,abc,Debit Card,Desktop,Mumbai,,,18:51
T00994,U824,243,Credit Card,Desktop,Chennai,,,25:61
T00995,U789,,UPI,Tablet,,2391,,05:03
T00996,U539,₹3565,Credit Card,Desktop,Bangalore,,,25:61
T00997,U744,47705,Transfer,Tablet,,5360,-42345,10:56
T00998,U345,4650,UPI,,Delhi,,,25:61
T00999,U790,111768,Credit Card,Desktop,Mumbai,,15543,25:61
T01000,U724,2660,Card,Desktop,Mumbai,1426,-1234,25:61
T01001,U563,2397,Debit Card,,Mumbai,,,25:61
T01002,U884,₹3398,Card,Tablet,Mumbai,,18265,25:61
T01003,U666,,Card,Desktop,Chennai,,-4956,25:61
T01004,U685,₹4185,UPI,Mobile,Mumbai,,,16:54
T01005,U178,₹2416,UPI,Mobile,Kolkata,,-2226,25:61
T01006,U669,1904,UPI,,,,8014,05:04
T01007,U486,₹751,Card,Mobile,,4727,3733,03:58
T01008,U905,1730,Credit Card,Laptop,Kolkata,,,25:61
T01009,U908,1956,Card,Tablet,Chennai,,16326,08:19
T01010,U473,146189,UPI,Tablet,,,,12:41
T01011,U687,abc,Debit Card,,Bangalore,7926,,25:61
T01012,U834,641,UPI,Desktop,Chennai,,11415,16:15
T01013,U637,4993,Credit Card,,Kolkata,,,11:32
T01014,U312,₹1886,Credit Card,Tablet,Bangalore,,,08:18
T01015,U742,₹3520,Debit Card,Laptop,Chennai,,16353,25:61
T01016,U518,,Debit Card,,Chennai,,4344,02:14
T01017,U276,469287,Transfer,,Delhi,,,25:61
T01018,U936,,Debit Card,,Chennai,6154,11168,25:61
T01019,U918,abc,Transfer,Laptop,Delhi,,5963,25:61
T01020,U817,343735,Transfer,Laptop,Kolkata,9098,-334637,05:49
T01021,U186,2882,Transfer,Mobile,,,,17:23
T01022,U990,935500,Debit Card,Mobile,Bangalore,,10965,01:49
T01023,U365,932087,Transfer,Mobile,Delhi,3714,-928373,25:61
T01024,U946,₹2505,Credit Card,,Bangalore,19497,11209,14:51
T01025,U521,abc,Debit Card,Laptop,Kolkata,2078,6393,25:61
T01026,U345,abc,Transfer,Tablet,Delhi,,,25:61
T01027,U754,649372,Transfer,Mobile,Chennai,,,25:61
T01028,U231,915266,Card,Mobile,Delhi,,11168,25:61
T01029,U937,1648,Card,,Chennai,18906,17258,25:61
T01030,U209,2595,Transfer,,Delhi,,,06:28
T01031,U577,4120,Debit Card,Tablet,,3372,-748,01:40
T01032,U774,₹4461,Transfer,Tablet,Delhi,,7205,07:13
T01033,U968,abc,Credit Card,Mobile,Mumbai,11904,-2046,25:61
T01034,U176,₹1485,Transfer,Laptop,Kolkata,,,25:61
T01035,U891,₹701,Card,Laptop,Mumbai,,,04:10
T01036,U887,abc,Card,,Kolkata,,19307,25:61
T01037,U438,2867,UPI,,Bangalore,,,25:61
T01038,U796,,Transfer,Mobile,Bangalore,15558,17755,25:61
T01039,U965,₹160,Transfer,Desktop,,,,25:61
T01040,U754,3754,Card,Tablet,Chennai,,,23:01
T01041,U296,₹1423,Credit Card,,Mumbai,13703,-2089,14:07
T01042,U681,abc,Transfer,Tablet,Mumbai,,,23:33
T01043,U548,abc,Debit Card,,Chennai,,,25:61
T01044,U126,abc,Transfer,Mobile,Mumbai,,,25:61
T01045,U854,₹4041,Credit Card,,Delhi,,,25:61
T01046,U328,385440,Debit Card,Tablet,Bangalore,,,04:33
T01047,U442,2913,UPI,Tablet,Kolkata,2931,18,07:23
T01048,U239,543,Card,Desktop,Delhi,12472,11929,13:34
T01049,U734,986507,Credit Card,,Delhi,,,25:61
T01050,U486,4105,Transfer,Desktop,,,13969,04:54
T01051,U709,687955,Debit Card,Tablet,Delhi,,7383,25:61
T01052,U749,abc,Transfer,Laptop,,14325,,25:61
T01053,U646,619,Card,Tablet,Bangalore,,2992,09:29
T01054,U814,2729,Credit Card,,,14244,11515,25:61
T01055,U126,₹3460,UPI,Laptop,Chennai,17742,,20:21
T01056,U360,495915,Debit Card,Desktop,Kolkata,18082,-477833,25:61
T01057,U585,abc,UPI,Mobile,Delhi,4637,,25:61
T01058,U484,₹2045,UPI,,Kolkata,,16886,25:61
T01059,U231,128446,UPI,,Bangalore,8129,-120317,06:38
T01060,U995,,UPI,,Delhi,10594,,05:49
T01061,U463,,Transfer,Tablet,Delhi,,17188,05:20
T01062,U788,₹1353,Card,,Delhi,,,25:61
T01063,U784,4839,Debit Card,Tablet,,,,12:01
T01064,U461,,Credit Card,Desktop,Kolkata,,,21:22
T01065,U935,1092,Transfer,Mobile,Chennai,,,22:04
T01066,U891,₹3240,Debit Card,Laptop,,,,25:61
T01067,U778,1637,Card,Laptop,Bangalore,,19380,25:61
T01068,U367,106387,UPI,Laptop,Bangalore,,,01:51
T01069,U995,,Card,Desktop,Bangalore,,,07:18
T01070,U124,,UPI,Desktop,Kolkata,,11871,10:01
T01071,U722,,Credit Card,Laptop,Chennai,,,18:17
T01072,U330,abc,UPI,Tablet,Delhi,,,22:17
T01073,U602,2068,UPI,Desktop,Mumbai,,,08:44
T01074,U511,₹1146,Credit Card,Laptop,Mumbai,15852,,08:19
T01075,U195,₹1802,UPI,Mobile,Mumbai,5358,-3950,15:54
T01076,U421,353159,Credit Card,,Mumbai,10872,-342287,06:28
T01077,U480,2177,Debit Card,Laptop,,17251,15074,25:61
T01078,U591,₹2049,Credit Card,,Bangalore,1370,,12:25
T01079,U222,₹2395,Debit Card,,,,,19:51
T01080,U207,,Credit Card,Tablet,Kolkata,,19853,18:36
T01081,U438,3352,UPI,Mobile,Chennai,,,25:61
T01082,U693,1780,UPI,Desktop,Delhi,,,18:03
T01083,U321,abc,UPI,Desktop,Bangalore,10448,,23:35
T01084,U791,₹4417,Card,Desktop,,4712,17228,25:61
T01085,U660,1511,Debit Card,Desktop,Bangalore,,,08:54
T01086,U359,379,Card,Mobile,Chennai,,-1980,13:50
T01087,U424,,UPI,Mobile,,,,08:59
T01088,U899,abc,Transfer,Tablet,Chennai,,,25:61
T01089,U860,672,Card,,Bangalore,11395,10723,25:61
T01090,U401,,UPI,Tablet,Bangalore,,,12:57
T01091,U839,531429,Credit Card,Laptop,Bangalore,5801,-525628,25:61
T01092,U371,abc,Credit Card,Tablet,Kolkata,,10835,25:61
T01093,U610,₹4024,Card,Laptop,Mumbai,5545,,25:61
T01094,U627,₹3048,UPI,Tablet,Kolkata,,,15:23
T01095,U583,abc,Debit Card,,Mumbai,,630,06:14
T01096,U553,331848,Credit Card,Laptop,Chennai,8469,-323379,11:06
T01097,U212,,Credit Card,Desktop,Delhi,13896,,25:61
T01098,U446,970,UPI,Laptop,Delhi,,,04:16
T01099,U421,₹1569,Credit Card,Tablet,Delhi,,1108,03:41
T01100,U417,abc,Credit Card,Mobile,Delhi,,,15:08
T01101,U104,2051,Credit Card,Mobile,Mumbai,8550,6499,25:61
T01102,U955,₹3946,Transfer,Tablet,Delhi,,-269,03:48
T01103,U959,abc,Transfer,,,,5035,25:61
T01104,U148,,Credit Card,Desktop,Chennai,,,25:61
T01105,U863,₹2799,Debit Card,Laptop,Mumbai,,6733,09:56
T01106,U704,₹1412,Credit Card,Desktop,Delhi,,,25:61
T01107,U127,abc,Transfer,Tablet,Mumbai,,,19:38
T01108,U821,3141,Credit Card,Tablet,,19957,16816,25:61
T01109,U958,₹336,Transfer,Laptop,Kolkata,,,25:61
T01110,U810,,Debit Card,,Bangalore,,,19:25
T01111,U851,abc,Transfer,Laptop,,7348,,18:46
T01112,U440,abc,UPI,Mobile,Bangalore,,,25:61
T01113,U741,₹3893,Debit Card,Mobile,Kolkata,,-1332,25:61
T01114,U305,,UPI,Desktop,Delhi,,,25:61
T01115,U378,abc,Card,Laptop,Delhi,12488,,25:61
T01116,U549,abc,Credit Card,,Bangalore,10539,17594,25:61
T01117,U786,abc,UPI,Tablet,Mumbai,,,02:13
T01118,U494,143,UPI,Tablet,Chennai,,,25:61
T01119,U842,2414,Credit Card,Mobile,Mumbai,,,25:61
T01120,U844,826876,Debit Card,Tablet,Bangalore,,,03:04
T01121,U234,591575,UPI,,Bangalore,,18759,25:61
T01122,U561,408675,Card,Desktop,Chennai,,5645,25:61
T01123,U374,abc,Card,Desktop,Bangalore,,15980,23:39
T01124,U159,174938,Transfer,,Delhi,7372,-167566,06:15
T01125,U538,824302,Transfer,Desktop,Mumbai,15353,-808949,23:16
T01126,U201,,Credit Card,Tablet,Chennai,,2476,25:61
T01127,U595,2219,Debit Card,Mobile,Chennai,8315,6096,13:07
T01128,U396,abc,UPI,Desktop,,17648,2343,25:61
T01129,U893,,Transfer,Laptop,,,8455,25:61
T01130,U695,₹1756,Credit Card,Desktop,Bangalore,19474,,04:49
T01131,U501,abc,UPI,Tablet,,,,25:61
T01132,U927,981434,UPI,Mobile,Mumbai,17399,-964035,25:61
T01133,U828,₹1312,Card,,Delhi,19325,,25:61
T01134,U898,,Transfer,Mobile,Delhi,2209,11967,22:25
T01135,U877,4930,Transfer,Mobile,,,,25:61
T01136,U193,₹515,Credit Card,,Bangalore,,,25:61
T01137,U937,,Card,Desktop,Chennai,,16112,19:17
T01138,U743,866455,Transfer,Laptop,Mumbai,9786,-856669,25:61
T01139,U493,abc,Transfer,Tablet,Chennai,,,04:16
T01140,U204,₹2576,Transfer,Desktop,Delhi,,,25:61
T01141,U891,abc,Card,Laptop,Delhi,14700,,25:61
T01142,U327,,Credit Card,Laptop,Bangalore,,,25:61
T01143,U123,3811,UPI,Tablet,Mumbai,6481,2670,15:30
T01144,U921,2717,UPI,Desktop,Mumbai,11539,8822,25:61
T01145,U731,15768,Debit Card,Mobile,Kolkata,,,07:14
T01146,U824,476,Credit Card,Mobile,Mumbai,,-442,25:61
T01147,U254,,Card,Desktop,Kolkata,,19518,25:61
T01148,U492,400779,Debit Card,Mobile,Delhi,,,25:61
T01149,U869,,Debit Card,Desktop,Mumbai,,,25:61
T01150,U378,,UPI,Laptop,Chennai,,,14:10
T01151,U415,2649,Transfer,,Mumbai,1676,-973,25:61
T01152,U975,508659,UPI,Mobile,Mumbai,19807,-488852,11:50
T01153,U813,abc,Card,Tablet,Mumbai,,,25:61
T01154,U753,abc,Card,Laptop,,6565,,17:17
T01155,U990,abc,Card,Tablet,Kolkata,9814,1991,08:20
T01156,U492,abc,UPI,,Bangalore,,,15:22
T01157,U949,3395,Card,Laptop,Mumbai,,,04:10
T01158,U415,2133,Transfer,Tablet,Chennai,8564,6431,25:61
T01159,U598,₹2381,Card,Tablet,Mumbai,7750,6632,06:56
T01160,U131,3670,Debit Card,,Kolkata,11378,7708,25:61
T01161,U399,632363,Card,Laptop,Kolkata,,,25:61
T01162,U898,112418,Debit Card,Tablet,Mumbai,,,19:44
T01163,U892,,Card,Laptop,Chennai,2462,-4956,25:61
T01164,U324,175334,Transfer,Tablet,,7656,-167678,25:61
T01165,U308,₹3651,Credit Card,Desktop,Chennai,,,25:61
T01166,U997,abc,Transfer,,Bangalore,1319,,25:61
T01167,U492,₹3751,Credit Card,Laptop,,,,12:30
T01168,U125,3935,Debit Card,Desktop,Chennai,,,01:25
T01169,U393,269721,Card,Tablet,Chennai,,,25:61
T01170,U294,₹4685,Card,Mobile,Delhi,,3649,21:06
T01171,U599,abc,Card,Desktop,Bangalore,,,12:08
T01172,U722,804707,Credit Card,Desktop,,1141,-803566,23:57
T01173,U109,₹344,Card,Mobile,Kolkata,,18622,25:61
T01174,U537,abc,UPI,,Chennai,16404,,25:61
T01175,U695,abc,Debit Card,Laptop,Mumbai,,,25:61
T01176,U685,abc,Credit Card,,Kolkata,14478,-431,25:61
T01177,U157,,UPI,Laptop,Chennai,,,16:45
T01178,U511,846275,Credit Card,Desktop,Chennai,,,25:61
T01179,U727,433591,Card,,Mumbai,,8503,25:61
T01180,U420,,Debit Card,,Kolkata,,,18:56
T01181,U458,473338,Credit Card,Laptop,Kolkata,,,03:43
T01182,U432,abc,UPI,Tablet,Kolkata,14075,,02:37
T01183,U309,,Debit Card,Mobile,Chennai,3313,,25:61
T01184,U474,1211,Credit Card,Laptop,Chennai,2346,1135,15:46
T01185,U685,abc,Card,Mobile,,,,05:31
T01186,U193,,Credit Card,Desktop,Kolkata,10800,,25:61
T01187,U428,abc,Transfer,Desktop,Kolkata,6059,,25:61
T01188,U529,,Credit Card,,Mumbai,,13130,00:19
T01189,U553,,Transfer,Laptop,Mumbai,16124,,10:20
T01190,U562,abc,Transfer,Tablet,,,14349,05:28
T01191,U527,664170,UPI,Tablet,Chennai,,,25:61
T01192,U108,abc,Debit Card,,Bangalore,,,05:36
T01193,U518,566761,Credit Card,Laptop,,,-526,25:61
T01194,U872,abc,Debit Card,Tablet,Bangalore,,,05:25
T01195,U363,638,UPI,Desktop,Delhi,5041,4403,25:61
T01196,U585,₹1776,UPI,Laptop,Mumbai,,2210,25:61
T01197,U524,abc,UPI,Tablet,Delhi,,,25:61
T01198,U540,847929,Transfer,Tablet,Bangalore,13740,-834189,25:61
T01199,U402,₹1194,Transfer,Mobile,Bangalore,,,25:61
T01200,U568,598650,UPI,Tablet,Delhi,4313,-594337,22:30
T01201,U836,₹580,Credit Card,Desktop,Delhi,,4269,13:58
T01202,U928,377,Transfer,,Delhi,,,12:02
T01203,U769,abc,Transfer,,Bangalore,,,25:61
T01204,U679,₹1442,Card,,Mumbai,,-309,02:11
T01205,U705,₹1488,Debit Card,Mobile,Chennai,14717,19667,12:46
T01206,U773,₹3101,Card,Desktop,,3839,,18:56
T01207,U843,436881,Transfer,Tablet,Chennai,,,02:16
T01208,U208,41611,Card,,Delhi,,,13:46
T01209,U186,1932,Debit Card,Tablet,Delhi,,,25:61
T01210,U713,abc,Credit Card,Laptop,Delhi,8166,9265,10:34
T01211,U243,,Card,Laptop,Chennai,9153,,21:40
T01212,U332,,UPI,Laptop,Kolkata,,,25:61
T01213,U645,abc,Card,,Mumbai,,12541,01:59
T01214,U194,1822,Debit Card,Tablet,Mumbai,11708,9886,25:61
T01215,U850,170298,Transfer,Mobile,,,10105,17:54
T01216,U826,abc,UPI,Tablet,Bangalore,,,25:61
T01217,U681,₹1659,UPI,Tablet,Mumbai,,,14:51
T01218,U807,4305,Transfer,,Mumbai,,,19:41
T01219,U452,₹3487,Transfer,,Chennai,,,22:55
T01220,U620,,UPI,,Mumbai,15269,,25:61
T01221,U536,abc,Credit Card,Laptop,Delhi,7978,,25:61
T01222,U463,2698,Debit Card,Tablet,,,,07:00
T01223,U758,2130,Card,,Bangalore,,8375,25:61
T01224,U618,1601,Card,Mobile,Kolkata,19377,17776,14:21
T01225,U230,abc,Credit Card,Tablet,Mumbai,,,25:61
T01226,U625,abc,Credit Card,,Delhi,1589,,05:58
T01227,U552,,Card,Mobile,Mumbai,11524,624,25:61
T01228,U339,abc,Transfer,Tablet,Chennai,,,00:50
T01229,U591,abc,Credit Card,Desktop,Delhi,,2236,21:21
T01230,U775,abc,UPI,Desktop,,,,19:01
T01231,U900,₹1297,Debit Card,Desktop,Delhi,,12367,25:61
T01232,U120,,Transfer,Tablet,Chennai,,10474,25:61
T01233,U675,abc,Card,,Chennai,17341,,02:21
T01234,U426,117048,Debit Card,Mobile,Kolkata,12175,-104873,25:61
T01235,U830,933894,Card,Tablet,Chennai,,,25:61
T01236,U722,444133,UPI,,,12662,-431471,25:61
T01237,U546,1466,UPI,Laptop,,,,25:61
T01238,U235,221328,Card,Tablet,Mumbai,4830,-216498,15:58
T01239,U770,,UPI,Laptop,Kolkata,,,00:00
T01240,U921,297474,Credit Card,Laptop,Kolkata,,,20:36
T01241,U803,₹317,Transfer,Desktop,Chennai,,-1017,04:13
T01242,U361,,Debit Card,Mobile,Chennai,,3748,25:61
T01243,U658,133726,Transfer,Mobile,Kolkata,,,05:01
T01244,U198,1711,Card,Laptop,Mumbai,17748,16037,04:04
T01245,U392,,Card,Desktop,Mumbai,,,25:61
T01246,U429,1654,UPI,,Bangalore,,,14:10
T01247,U279,abc,Transfer,Laptop,Bangalore,10530,,03:42
T01248,U784,761902,Debit Card,Laptop,,,,10:08
T01249,U123,1065,Card,Laptop,Delhi,,,25:61
T01250,U929,,Card,Laptop,Bangalore,,-1922,06:27
T01251,U401,209097,Transfer,Tablet,Chennai,12918,-196179,25:61
T01252,U406,,Transfer,,Bangalore,,-1736,25:61
T01253,U952,₹1235,Card,Desktop,Delhi,,,25:61
T01254,U579,,Credit Card,Mobile,Kolkata,,,18:18
T01255,U936,,UPI,Tablet,Delhi,,3311,16:13
T01256,U594,abc,Card,,Chennai,,,15:50
T01257,U340,,Credit Card,Laptop,Bangalore,17462,46,15:22
T01258,U491,,Transfer,,Delhi,19870,-4992,25:61
T01259,U178,abc,Card,,,,18456,18:34
T01260,U390,₹4394,UPI,Mobile,Delhi,,,03:14
T01261,U291,943573,Transfer,Desktop,Kolkata,6600,-936973,25:61
T01262,U532,403142,Transfer,Tablet,,,-1447,25:61
T01263,U910,1519,Credit Card,,Mumbai,,,25:61
T01264,U962,₹1281,Credit Card,Tablet,Chennai,,-3796,25:61
T01265,U771,550447,Debit Card,,Chennai,,-2552,25:61
T01266,U832,,Debit Card,Tablet,Chennai,,,20:40
T01267,U172,₹3080,Card,Desktop,Bangalore,,,11:27
T01268,U638,abc,Debit Card,Desktop,Chennai,,,25:61
T01269,U861,,Credit Card,,,,17621,25:61
T01270,U295,₹945,UPI,,Bangalore,,,25:61
T01271,U510,abc,UPI,Tablet,Kolkata,,,19:03
T01272,U478,,Card,Mobile,Mumbai,3917,4327,25:61
T01273,U803,4657,Card,Laptop,Chennai,,,25:61
T01274,U975,4959,Transfer,Tablet,Mumbai,,,06:00
T01275,U686,781,Transfer,,Chennai,,12545,12:00
T01276,U641,abc,Debit Card,,Chennai,,,22:50
T01277,U539,abc,UPI,Laptop,Delhi,14421,,06:15
T01278,U992,abc,Credit Card,Mobile,Mumbai,19439,12139,01:46
T01279,U645,abc,UPI,,Bangalore,,,25:61
T01280,U586,4106,UPI,Desktop,Chennai,,14363,13:27
T01281,U955,,Card,Desktop,Delhi,,,25:61
T01282,U188,,Debit Card,Laptop,Kolkata,,,25:61
T01283,U459,738,UPI,Mobile,Mumbai,,4274,25:61
T01284,U935,,Credit Card,,Mumbai,1713,,15:35
T01285,U870,,Credit Card,Tablet,Mumbai,10984,,14:19
T01286,U598,4198,Transfer,Mobile,Delhi,,,22:58
T01287,U544,,UPI,Mobile,Kolkata,8638,,20:38
T01288,U710,abc,UPI,Mobile,Mumbai,,,25:61
T01289,U603,abc,Credit Card,Desktop,,,,25:61
T01290,U621,1167,UPI,,Delhi,,,25:61
T01291,U115,,Card,,Bangalore,,,25:61
T01292,U898,,Debit Card,Laptop,Chennai,,,25:61
T01293,U877,abc,Card,Tablet,Kolkata,,,25:61
T01294,U346,4246,Credit Card,Mobile,Chennai,,,16:04
T01295,U580,abc,Transfer,Mobile,Kolkata,,,00:53
T01296,U816,₹4908,Transfer,Mobile,Bangalore,,14938,22:14
T01297,U124,abc,Credit Card,Desktop,,,1615,07:01
T01298,U322,2598,Debit Card,Tablet,Bangalore,,,04:06
T01299,U851,abc,UPI,Desktop,,,,20:04
T01300,U135,182054,Transfer,Mobile,,,15760,02:42
T01301,U903,,Credit Card,Laptop,Delhi,,,10:38
T01302,U512,2709,Credit Card,Tablet,Delhi,,7089,17:39
T01303,U983,,Transfer,,Chennai,5847,,25:61
T01304,U594,abc,UPI,Laptop,Mumbai,6907,,22:51
T01305,U143,415,Card,Laptop,,,-3038,25:61
T01306,U194,₹248,Debit Card,Desktop,Delhi,,,25:61
T01307,U390,952129,UPI,Laptop,Delhi,5769,-946360,13:45
T01308,U935,1557,Debit Card,Laptop,,9967,8410,25:61
T01309,U791,,Card,,Kolkata,,,21:31
T01310,U693,₹295,UPI,,Delhi,,-4440,25:61
T01311,U770,388785,Transfer,Mobile,Chennai,19374,-369411,20:30
T01312,U873,4673,Transfer,,Bangalore,,,25:61
T01313,U243,356728,UPI,Tablet,,,-3141,04:26
T01314,U637,415644,UPI,Mobile,Kolkata,5079,-410565,01:41
T01315,U140,₹228,Credit Card,Mobile,Chennai,,,06:27
T01316,U499,₹1998,Debit Card,Tablet,,,-37,25:61
T01317,U681,3632,UPI,,Bangalore,,-2122,14:15
T01318,U526,₹2614,Credit Card,,Chennai,14133,17676,11:32
T01319,U477,₹1259,Debit Card,Desktop,Mumbai,,5265,25:61
T01320,U920,1484,Credit Card,Desktop,Chennai,,,25:61
T01321,U225,₹2944,Credit Card,Laptop,Delhi,,,17:42
T01322,U331,4339,UPI,Desktop,Chennai,,14595,08:12
T01323,U319,3759,Card,Mobile,Mumbai,,,00:44
T01324,U695,134,Card,Desktop,Chennai,15551,15417,25:61
T01325,U813,203847,Credit Card,,Bangalore,,8428,25:61
T01326,U786,abc,Transfer,Tablet,Kolkata,,,25:61
T01327,U607,abc,Transfer,,,,,25:61
T01328,U887,890858,UPI,Mobile,,,,09:52
T01329,U661,,Transfer,Laptop,Mumbai,,,25:61
T01330,U474,765670,Card,,Bangalore,,,25:61
T01331,U907,₹686,Debit Card,Mobile,Bangalore,,928,18:27
T01332,U343,,Credit Card,,Chennai,,1484,22:36
T01333,U761,abc,Card,,Mumbai,,14628,25:61
T01334,U129,,Card,Laptop,Chennai,,,05:04
T01335,U887,138837,Card,Mobile,Chennai,13977,-124860,21:48
T01336,U528,₹3531,UPI,Mobile,Bangalore,,14643,01:10
